Title,Rating,Votes,Duration,Genre
¿Quién quiere casarse con un Astronauta?,8.7,10,94.0,Romance
Amar Prem Ki Prem Kahani,4.4,629,117.0,Romance
Daghabaaz Dil,6.4,67,123.0,Romance
Heart Strings,6.4,9,107.0,Romance
Hell City,9.1,26,90.0,Romance
Die Ironie des Lebens,6.6,66,109.0,Romance
Jingle Bell Love,6.1,213,81.0,Romance
"Sampai Nanti, Hanna!",7.3,261,110.0,Romance
Raseeli Raatein,6.4,11,91.0,Romance
Le beau rôle,6.9,54,84.0,Romance
"Love, Wine & Salt: A Tuscan Romance",7.1,15,0.0,Romance
Hong lou meng,3.3,19,120.0,Romance
Zyat,4.2,108,80.0,Romance
Roti Kapda Romance,7.5,2500,153.0,Romance
Ibbani Tabbida Ileyali,7.4,831,160.0,Romance
Him,7.1,19,80.0,Romance
Murphy,7.3,2400,136.0,Romance
Umjolo: Day Ones,4.0,149,86.0,Romance
Bed & Breakfast,6.2,199,83.0,Romance
Listy do M. Pozegnania i powroty,6.0,308,123.0,Romance
40,4.8,18,103.0,Romance
Skinny Love,8.3,83,92.0,Romance
Hani,0.0,0,73.0,Romance
Love Lies,7.3,245,114.0,Romance
Happiness Is,3.8,291,96.0,Romance
Maybe Forever,8.0,31,0.0,Romance
Greice,6.9,118,110.0,Romance
A Wall Away,5.0,75,90.0,Romance
Kaaduvetty,3.2,145,157.0,Romance
Yeni Hayat,3.0,32,132.0,Romance
Seré breve al momento de morir,5.7,14,78.0,Romance
X & Y,7.3,11,101.0,Romance
The Last 12 Days,0.0,0,124.0,Romance
Pasutri Gaje,5.9,324,109.0,Romance
Christmas in Lagos,4.6,167,120.0,Romance
A Soweto Love Story,4.4,282,101.0,Romance
Ibiza Dark,8.3,15,95.0,Romance
Dinda,7.0,37,94.0,Romance
A Heart for Christmas,7.5,99,91.0,Romance
Remember I am Dead,0.0,0,40.0,Romance
Ask Mevsimi,4.9,323,126.0,Romance
Oru Kattil Oru Muri,4.5,55,125.0,Romance
Boda Love,8.2,13,107.0,Romance
Dukkhito,7.4,69,29.0,Romance
Love Dodoma,0.0,0,90.0,Romance
La piel en primavera,6.9,49,100.0,Romance
The Gifts of Christmas,5.9,17,0.0,Romance
Usha Parinayam,9.0,2100,144.0,Romance
Meeting Funmi's Parents,8.6,15,0.0,Romance
City of Second Chances,7.9,36,0.0,Romance
Dr. Jason II - Lights & Shadows,5.3,284,62.0,Romance
Parahuna 2,6.7,80,115.0,Romance
Kill the Children first,7.8,25,106.0,Romance
Love & Vodka,0.0,0,83.0,Romance
Welcome to My Side,7.1,82,102.0,Romance
Assisting Venus,6.2,27,100.0,Romance
Amo-te Imenso,5.8,83,87.0,Romance
A Christmas Dream,4.5,48,94.0,Romance
8 Views of Lake Biwa,5.5,102,126.0,Romance
Tauba Tera Jalwa,6.2,15,130.0,Romance
Maru Mann Taru Thayu,7.5,21,153.0,Romance
Azzamine,8.4,99,104.0,Romance
Son Sans,5.4,10,86.0,Romance
Buzzy Noise,6.0,49,119.0,Romance
Ai zuo dai,6.2,36,78.0,Romance
We Are Faheem & Karun,9.4,47,81.0,Romance
Taboo,7.4,134,0.0,Romance
The Christmas Brew,5.4,151,89.0,Romance
Khoka Bhai Tama Pain: A Song Epic,8.9,154,153.0,Romance
Noche De Bodas,4.6,223,90.0,Romance
The Mediterranean Sea,7.2,69,108.0,Romance
Hi Anokhi Gaath,6.7,79,126.0,Romance
L'invenzione di noi due,4.6,35,106.0,Romance
UnCancelled,8.0,32,0.0,Romance
Cedric & Alysia,5.1,51,84.0,Romance
Dona Lurdes: O Filme,5.7,101,90.0,Romance
Tilottoma,8.4,22,98.0,Romance
The Umesh Chronicles,8.3,11,0.0,Romance
Boomerang,6.3,13,83.0,Romance
Royal Façade,8.5,56,95.0,Romance
A Mountain Between Us,5.3,34,89.0,Romance
The Love Buzz,5.7,157,100.0,Romance
"Step Back, Doors Closing",9.0,39,98.0,Romance
Haunted Happy Hour,7.9,13,89.0,Romance
Kanni,8.5,149,122.0,Romance
SottoCoperta,7.6,75,96.0,Romance
10 Pasimatymu,6.1,22,99.0,Romance
Meen Yasadaq,8.0,15,0.0,Romance
Royal Runaways,5.1,10,0.0,Romance
Keluar Main 1994,7.8,47,112.0,Romance
Bar MoskvaChiki,5.2,100,91.0,Romance
American Spirit,0.0,0,108.0,Romance
Lolipop Gang,0.0,0,90.0,Romance
Wrooklyn Zoo,5.4,141,129.0,Romance
Timing,7.8,59,138.0,Romance
Zénithal,5.3,70,80.0,Romance
Vampire's House of Cain,4.0,17,0.0,Romance
Sihina Nelum Mal,8.0,29,105.0,Romance
La Casa Azul,5.5,6,0.0,Romance
Puang Bos!,0.0,0,100.0,Romance
In the Summer Rain,0.0,0,129.0,Romance
Amor Platónico,5.8,20,0.0,Romance
Ancika,6.8,771,100.0,Romance
Forbidden Love,7.1,27,96.0,Romance
Ben and Suzanne: A Reunion in 4 Parts,8.0,21,109.0,Romance
#OOTD: Outfit of the Designer,5.6,42,107.0,Romance
B4S: Truoc Gio Yeu,5.8,58,97.0,Romance
Benaam Rishta,6.5,9,90.0,Romance
Selon Joy,0.0,0,86.0,Romance
Seasoned with Love,0.0,0,120.0,Romance
Gecenin Nakarati,7.3,22,104.0,Romance
Apsara,7.2,30,150.0,Romance
Bear Week Diaries,0.0,0,74.0,Romance
Amigos Sem Compromisso,6.3,35,0.0,Romance
Rabb Da Radio 3,6.8,6,122.0,Romance
How to Make Love,2.8,11,65.0,Romance
Cazadoras de Millonarios,5.6,7,0.0,Romance
No Means No,7.7,8,0.0,Romance
Go Noni Go,0.0,0,114.0,Romance
Faith in the Family,2.8,121,0.0,Romance
Shesh Rokkha,5.0,17,109.0,Romance
Maaya Ka Moh,3.7,17,90.0,Romance
Ponder,0.0,0,80.0,Romance
Maunam,8.5,44,106.0,Romance
Our Christmas House,5.4,44,77.0,Romance
My Valentine Wedding,7.3,28,0.0,Romance
Hope's Hollywood Christmas,8.9,28,90.0,Romance
Vidya Vasula Aham,6.6,92,102.0,Romance
"Fallen Leaves, Broken Lighters",7.8,6,96.0,Romance
Surjo,7.8,14,155.0,Romance
Ienai Himitsu,6.9,59,115.0,Romance
Once Upon A Love Story,7.6,76,135.0,Romance
Heavens x Candy,5.9,38,70.0,Romance
Forget Me Not,6.5,140,89.0,Romance
The Mercedes Story: A Troubled Soul,7.6,20,128.0,Romance
Yesterday Is Almost Here,8.1,9,92.0,Romance
Market Mahalakshmi,4.2,2300,133.0,Romance
Raju Gari Ammayi Naidu Gari Abbayi,8.5,3100,158.0,Romance
Dhaaak,8.6,24,128.0,Romance
Apaixonada,4.3,134,95.0,Romance
Bad Boy in Love,9.2,11,91.0,Romance
Cinta Dari Timor,5.3,22,82.0,Romance
Keo=peul-ji-ok,5.3,6,94.0,Romance
Elevator,5.3,125,95.0,Romance
Uang Panai' 2 Maha(r)l,7.7,40,106.0,Romance
Brakpan Bruilof,0.0,0,106.0,Romance
Toxic,8.8,13,0.0,Romance
Topolinyy pukh,5.3,130,83.0,Romance
Inheritance to Love,9.2,33,88.0,Romance
Love at First Lie,4.1,34,107.0,Romance
The Umbrella Fairy,5.5,48,95.0,Romance
Nikoga ne e prosto seks,4.8,50,0.0,Romance
Zorawar Di Jacqueline,5.4,1000,147.0,Romance
Pool & Party,2.7,219,90.0,Romance
Alaap,6.3,112,145.0,Romance
The Dancing Queen,4.5,22,0.0,Romance
Zehan,4.9,25,113.0,Romance
ON i Ona,6.6,9,90.0,Romance
Video Vision,5.9,20,78.0,Romance
The Journey of Flower,3.9,25,97.0,Romance
Buk Poketer Golpo,7.9,207,95.0,Romance
La Tercera Edad,5.6,12,0.0,Romance
Stalker,3.0,7,91.0,Romance
Pithala Maathi,7.8,848,140.0,Romance
Take Good Care,0.0,0,101.0,Romance
Reversi,8.4,99,135.0,Romance
Pher Mamlaa Gadbad Hai,5.2,31,126.0,Romance
Hidden Flora,7.0,17,93.0,Romance
How I Love to Be Loved,0.0,0,102.0,Romance
Rain for Christmas,3.9,46,0.0,Romance
Ayo Balikan,7.1,25,86.0,Romance
Adam i Eva,5.1,92,95.0,Romance
Abhi,7.9,42,135.0,Romance
Cholay,8.6,53,60.0,Romance
Uralochka,3.7,92,95.0,Romance
"You, Me and Christmas Makes Three",5.4,59,0.0,Romance
Rush Hour,0.0,0,132.0,Romance
Lázaro de noche,5.2,28,76.0,Romance
Valley of the Shadow of Death,0.0,0,84.0,Romance
DeAr,5.1,1300,132.0,Romance
Safari,0.0,0,90.0,Romance
Jaunt,8.4,7,78.0,Romance
Muzhchina i zhenshchina,7.7,12,116.0,Romance
A Man and a Woman,0.0,0,117.0,Romance
Booking,7.6,63,29.0,Romance
The Number,0.0,0,92.0,Romance
Teddy and the Mountain,8.3,18,0.0,Romance
A Soldier for Christmas,0.0,0,91.0,Romance
Cinta Tak Seindah Drama Korea,7.2,45,118.0,Romance
Angithee 3,8.1,61,99.0,Romance
Midwinter,0.0,0,95.0,Romance
Bedtime Stories: Tales of Love and Hate,7.7,15,65.0,Romance
I Brake for Caterpillars,0.0,0,93.0,Romance
Vstretimsya vchera,6.4,339,79.0,Romance
Scorned Waifu,4.7,10,135.0,Romance
Love Mocktail 2,8.8,3000,140.0,Romance
10 Things about Sally,0.0,0,80.0,Romance
Dois Caipiras em Colombo,0.0,0,90.0,Romance
Love Love,9.0,7,61.0,Romance
Bienvenidos al paraíso,4.9,21,100.0,Romance
Lovers and Friends,0.0,0,74.0,Romance
Licença para Enlouquecer,7.8,14,95.0,Romance
Last Defenders of Monogamy,5.3,385,84.0,Romance
Real Estate Sisters,4.8,17,84.0,Romance
Smart Casuals,5.3,41,96.0,Romance
The Haunting of Lanquetot,3.8,9,96.0,Romance
Lyubov so vtorogo vzglyada,4.7,72,97.0,Romance
Lyubov zla,6.2,395,83.0,Romance
Juni,7.3,216,138.0,Romance
For Regn,3.8,559,140.0,Romance
Kacher Manush Dure Thuiya,7.9,1100,144.0,Romance
Love Mouli,6.5,81,146.0,Romance
Sneaking Around,8.8,21,80.0,Romance
"Sampai Jumpa, Selamat Tinggal",6.6,5,109.0,Romance
Chow Chow Bath,7.1,1200,110.0,Romance
Romeo Ingkar Janji,7.3,16,113.0,Romance
Roman Peony,8.0,8,132.0,Romance
Lust for My Sister's Killer,0.0,0,68.0,Romance
Samudrudu,7.7,2000,0.0,Romance
Kadin Kafasi,3.8,25,93.0,Romance
Kailasa Kasidre,5.9,1000,124.0,Romance
When Magic Hurts,0.0,0,119.0,Romance
Ninaivellam Neeyada,5.2,32,155.0,Romance
Fire and Ice,0.0,0,99.0,Romance
Fujimi Lovers,6.0,45,103.0,Romance
Love Is Love,0.0,0,120.0,Romance
Reeza GTR,7.4,14,91.0,Romance
Sovsem oshaleli,4.2,55,93.0,Romance
To Love and to Cherish,0.0,0,77.0,Romance
I Love You 2,8.1,172,160.0,Romance
Sáquenme de Aquí,0.0,0,92.0,Romance
Colegio Girassol,7.9,14,60.0,Romance
Mr. Engineer and Miss Doctor,6.2,8,40.0,Romance
1970 Love Story,7.9,12,0.0,Romance
Unarvugal Thodarkadhai,6.4,53,111.0,Romance
Rador Pakhi (Morning Sunshine),0.0,0,129.0,Romance
Paalum Pazhavum,4.9,173,147.0,Romance
Pon Ondru Kanden,5.7,266,120.0,Romance
Amor a fuego lento,8.6,5,0.0,Romance
Zegapain STA,0.0,0,90.0,Romance
Papu mame zaverni,3.5,65,106.0,Romance
Majnoo,9.6,61,123.0,Romance
Chetyre chetverti,8.7,7,152.0,Romance
Yano-kun no Futsu no Hibi,0.0,0,106.0,Romance
Asheq,5.7,82,0.0,Romance
Girl Friends,0.0,0,104.0,Romance
Deyaler Desh,6.8,127,139.0,Romance
On+Ona,7.5,14,93.0,Romance
Lupakan Cinta,0.0,0,85.0,Romance
Neath's Love Story,7.6,50,106.0,Romance
Romeo,6.1,1300,150.0,Romance
The Best Day of Your Life,0.0,0,61.0,Romance
Yentha Panichesav Chanti,9.5,85,135.0,Romance
Einmal richtig,8.9,15,0.0,Romance
Tuesday,4.4,10,0.0,Romance
Before Marriage,8.5,1100,112.0,Romance
Byvshiy v pomoshch,5.0,77,90.0,Romance
My Only Relative.,0.0,0,105.0,Romance
Labyrinth,4.5,14,100.0,Romance
Vremya est!,6.0,10,74.0,Romance
Ravikula Raghurama,8.1,2100,111.0,Romance
Pravo na levo,3.7,36,88.0,Romance
ONENESS,8.9,12,115.0,Romance
Eksie Perfeksie,6.3,21,103.0,Romance
Bigayan,6.1,44,43.0,Romance
Happiness,5.5,13,118.0,Romance
Mafia Temptation,0.0,0,82.0,Romance
Mezhdu nami leto,5.8,53,113.0,Romance
My Own Normal,0.0,0,57.0,Romance
Fake Boyfriend,9.0,18,0.0,Romance
I Hate You,7.9,2000,117.0,Romance
A Love to Remember,0.0,0,163.0,Romance
Greytown Girl,4.0,15,0.0,Romance
RadhaaMadhavam,6.2,1300,117.0,Romance
Just Pass,6.6,210,136.0,Romance
Konjam Pesinaal Yenna,7.2,65,112.0,Romance
The Gift That Gives,6.2,57,81.0,Romance
Just the Two of Us,0.0,0,111.0,Romance
Jak ukradlem 100 milionów,3.4,92,90.0,Romance
He's Not Ready,0.0,0,110.0,Romance
Love in the Time of Corona,4.1,96,100.0,Romance
Tochka opory,0.0,0,101.0,Romance
Juliette & Roméo,0.0,0,50.0,Romance
Vtroyom,4.6,60,90.0,Romance
Cedo Demais,4.3,26,90.0,Romance
Weekend Away,0.0,0,78.0,Romance
The One I Love,0.0,0,138.0,Romance
Forever Loved,8.2,13,0.0,Romance
Solemates,0.0,0,55.0,Romance
The Letter Writer,7.5,7,0.0,Romance
A Night in July,0.0,0,88.0,Romance
Kulturnaya komediya,5.2,82,95.0,Romance
Radost na dosah,8.9,12,0.0,Romance
Maid of Honour,0.0,0,149.0,Romance
Your 1/2 of the Rent,8.5,16,105.0,Romance
Our Crazy Love,0.0,0,86.0,Romance
Ramana Avatara,8.1,35,136.0,Romance
Katlaa Curry,9.4,25,110.0,Romance
Wo xiang han ni zai yi qi,5.4,17,100.0,Romance
Chemistry,0.0,0,97.0,Romance
Maya: The Love,6.5,13,139.0,Romance
"Be My Guest, Be My Baby",0.0,0,114.0,Romance
I 20,9.1,493,114.0,Romance
The Delegator,4.2,17,96.0,Romance
Four Singles,0.0,0,63.0,Romance
When You Love June,0.0,0,164.0,Romance
The Loneliest Boy on Earth,0.0,0,158.0,Romance
Alaye,0.0,0,92.0,Romance
Ini Oru Kadhal Seivom,5.7,23,109.0,Romance
REES,6.5,25,0.0,Romance
Avassaladoras 2.0,3.1,25,94.0,Romance
Ona tantsuet,8.8,9,85.0,Romance
Mezhdu nami,5.1,35,93.0,Romance
1980 Lo Radhekrishna,8.5,1200,0.0,Romance
The Thousand Colours of the Morning,0.0,0,68.0,Romance
Biz Ayrilamayiz,3.7,34,107.0,Romance
Guacamole Yesterdays,8.6,14,0.0,Romance
Intlawulo,0.0,0,88.0,Romance
Auntie Gertie,0.0,0,48.0,Romance
Rodnya,7.7,8,99.0,Romance
I'm Seeing Things,0.0,0,54.0,Romance
Mendung tanpo udan,6.3,21,101.0,Romance
Vyberi menya,5.0,62,86.0,Romance
Along Came Love,0.0,0,99.0,Romance
Love and the Crown,0.0,0,132.0,Romance
Oshana,5.8,791,149.0,Romance
Billionaire Bodyguard,0.0,0,106.0,Romance
Palasher Biye,6.7,42,99.0,Romance
Dil Kush,8.5,545,135.0,Romance
Two Girls,0.0,0,94.0,Romance
Sangharshana,8.2,1600,102.0,Romance
La Pura Vida,8.9,22,89.0,Romance
Guxim,7.7,34,75.0,Romance
Gen Z Wife,0.0,0,150.0,Romance
Something About You,0.0,0,72.0,Romance
"Bernadotte, Louise & Napoleon",0.0,0,74.0,Romance
Diminishing Value of Love,9.0,9,0.0,Romance
Fiancee for a Day,0.0,0,89.0,Romance
Duo Xiang he Ni Zai Jian yi Mian,0.0,0,109.0,Romance
The Perfect Him,5.2,19,90.0,Romance
Love Square,0.0,0,118.0,Romance
Love in Transit,0.0,0,100.0,Romance
Me and My Victim,2.3,8,100.0,Romance
Lovers & Foes,0.0,0,151.0,Romance
La Ruptura,0.0,0,78.0,Romance
Poovu,0.0,0,81.0,Romance
Ishttaragam,9.2,111,0.0,Romance
Stand by me,0.0,0,170.0,Romance
Suchana,9.1,527,90.0,Romance
Kinda Married Like,7.1,9,0.0,Romance
If My Lover Were a Flower,8.5,8,110.0,Romance
Rent A Boyfriend,0.0,0,78.0,Romance
Bonnie & Clive,0.0,0,81.0,Romance
Gap Lai Chi Bau,5.6,42,114.0,Romance
Don't Trust,0.0,0,72.0,Romance
Lucky Heart,4.4,8,90.0,Romance
Sandglass,5.0,32,0.0,Romance
Neath's Love Story 2,7.4,22,88.0,Romance
My Cannibal Crush,6.3,12,50.0,Romance
Thikana Bodle Jay,0.0,0,60.0,Romance
Avantyura,5.6,16,90.0,Romance
Kek 2,0.0,0,98.0,Romance
My Love Diary,0.0,0,98.0,Romance
Ittarr,0.0,0,130.0,Romance
Husna,0.0,0,150.0,Romance
The Monkey Men,0.0,0,106.0,Romance
Chhapa,0.0,0,66.0,Romance
The Choice,0.0,0,40.0,Romance
The Moon is in Aquarius,0.0,0,87.0,Romance
A Very Bayou Holiday,4.6,10,87.0,Romance
In This Moment,0.0,0,15.0,Romance
Mr. Lecturer,0.0,0,136.0,Romance
Dua Surga Dalam Cintaku,7.8,6,111.0,Romance
InfiniMundo,0.0,0,90.0,Romance
Sugar Mama Killer,0.0,0,81.0,Romance
Leatherbound,8.0,8,0.0,Romance
Lokananta,7.0,9,0.0,Romance
Praamaadya: An Intoxication,0.0,0,32.0,Romance
Get Over Yourself,0.0,0,109.0,Romance
Güle-Güle,0.0,0,118.0,Romance
Man in Love,0.0,0,147.0,Romance
The Claddagh,7.4,8,88.0,Romance
Bake Me a Heart,0.0,0,153.0,Romance
Snooze,0.0,0,81.0,Romance
Whispers of Betrayal: The Drug Underworld,0.0,0,85.0,Romance
Finding Jane,0.0,0,66.0,Romance
Cloud of Love,0.0,0,95.0,Romance
Forever Yena,0.0,0,78.0,Romance
Vy menya videli?,4.9,50,80.0,Romance
Setengah Hati,0.0,0,109.0,Romance
How to Operate a Polaroid Camera,0.0,0,6.0,Romance
Looking for Cinderella,0.0,0,17.0,Romance
My Sunshine,0.0,0,75.0,Romance
Gaiyan,6.1,16,35.0,Romance
"The Actor, the Nurse, & The Cryptid",0.0,0,137.0,Romance
Two Weeks to a Wedding,0.0,0,102.0,Romance
Love Unscripted,0.0,0,89.0,Romance
Onty Bunty Love Story,7.9,36,0.0,Romance
Bana Beni Anlat,7.5,40,0.0,Romance
PGT: Prema Geema Thassadiyya,8.4,21,0.0,Romance
Mehabooba,7.0,247,147.0,Romance
Mortadella,0.0,0,90.0,Romance
Naanum Oru Azhagi,8.9,175,0.0,Romance
Ishara,0.0,0,46.0,Romance
The 4 Pitch Ditch,0.0,0,67.0,Romance
Yurka,4.1,27,85.0,Romance
Love Inside the Drug Game,0.0,0,72.0,Romance
For Kenny,0.0,0,88.0,Romance
Boy Trouble,0.0,0,100.0,Romance
Lukochuri,7.0,11,127.0,Romance
Yeoreumi Kkeutnal Muryeobeui Rateurabiata,0.0,0,115.0,Romance
Fraulein Cherie,0.0,0,92.0,Romance
The Legend of the Cat Demon,4.8,12,85.0,Romance
Chu Lay Aasman,9.0,11,120.0,Romance
Sugar Daddy Killer,0.0,0,76.0,Romance
Once Upon a Vow,0.0,0,110.0,Romance
Akash Vani,0.0,0,152.0,Romance
Me or You,0.0,0,123.0,Romance
Mann Behka,0.0,0,77.0,Romance
Choices,0.0,0,87.0,Romance
ISHQ (Don't Fall in Love),0.0,0,131.0,Romance
Perfect Nobody,0.0,0,101.0,Romance
Sandwiched,0.0,0,135.0,Romance
"Ex-Files, Pals & Pocket-Dials",0.0,0,80.0,Romance
We Are Forever,3.6,9,0.0,Romance
Killer Baby Daddy,3.9,14,78.0,Romance
Entangled,0.0,0,74.0,Romance
A Player's Heart,0.0,0,96.0,Romance
Going Poly: Love Beyond Monogamy,0.0,0,48.0,Romance
Dekha Howar Kotha Chilo,0.0,0,45.0,Romance
iKHlaas,8.1,16,50.0,Romance
Chicken Factory,3.3,23,123.0,Romance
Sunset Road,0.0,0,57.0,Romance
Love on Air,0.0,0,72.0,Romance
Jugol,0.0,0,49.0,Romance
The First Lecture,9.0,11,55.0,Romance
Ta de Xiao Li Wo,0.0,0,116.0,Romance
Bambara Wasanthe,0.0,0,101.0,Romance
Berta y Pablo,7.4,7,61.0,Romance
Tokhon Jokhon,7.6,12,63.0,Romance
With Every Heartbeat,0.0,0,84.0,Romance
Shiva Ke Ram Bhoomi,0.0,0,112.0,Romance
Hauchi,0.0,0,114.0,Romance
Money Matters!!! But Love???,0.0,0,109.0,Romance
Steal My Heart,0.0,0,128.0,Romance
The Frozen Hearts: A Love Story,0.0,0,88.0,Romance
To Love a Thief,0.0,0,165.0,Romance
Baryali,0.0,0,94.0,Romance
Love in Chaos,0.0,0,130.0,Romance
The Flower Boy,0.0,0,145.0,Romance
Distant Hearts A tale of Enduring Love,0.0,0,75.0,Romance
My Daughter's Crush,0.0,0,108.0,Romance
Hothat Bhalobasa,0.0,0,64.0,Romance
Bewafa Darling,8.6,14,56.0,Romance
Shurochka,0.0,0,75.0,Romance
Hasta Que Nos Encontremos De Neuvo,0.0,0,90.0,Romance
Crossed Lines,0.0,0,108.0,Romance
Love Unplanned,0.0,0,89.0,Romance
Colour Palette,9.0,23,87.0,Romance
I Met a Girl,0.0,0,105.0,Romance
Te Amo,0.0,0,68.0,Romance
Bichos Muy Raros,7.0,10,0.0,Romance
Happy Ending,0.0,0,158.0,Romance
Tari Love,0.0,0,123.0,Romance
Anonymous Valentine,0.0,0,156.0,Romance
Love Rhythm,0.0,0,99.0,Romance
Forever Us,0.0,0,135.0,Romance
Mandya Haida,6.2,236,139.0,Romance
Beyond Limits,0.0,0,106.0,Romance
A Hero is Born,0.0,0,115.0,Romance
The Man I Saved,0.0,0,85.0,Romance
Liu mang qu mo shi,5.3,10,104.0,Romance
Blind Date,0.0,0,153.0,Romance
Holy Matrimony,0.0,0,143.0,Romance
Young Lovers,0.0,0,123.0,Romance
The Last Scene,0.0,0,70.0,Romance
Five Days in November,0.0,0,98.0,Romance
Heart Impossible,0.0,0,116.0,Romance
Tui Ke Amar,0.0,0,114.0,Romance
Papa's Princess,0.0,0,156.0,Romance
Esa Soledad,0.0,0,19.0,Romance
Prothom Valobasa,0.0,0,53.0,Romance
Bhediya: The Hunter,0.0,0,125.0,Romance
Road to Christmas,0.0,0,95.0,Romance
Walls Apart,0.0,0,97.0,Romance
Saintly Affection,0.0,0,116.0,Romance
A Ride for Love,0.0,0,93.0,Romance
Extra,7.0,12,28.0,Romance
Mr. Goodman,0.0,0,110.0,Romance
Unusual Love,0.0,0,99.0,Romance
Second Chance,0.0,0,60.0,Romance
